Area;Year;Item;Months;Unit;Value
Nigeria;2018;"Consumer Prices, Food Indices (2015 = 100)";June;;155.958141
Nigeria;2018;"Consumer Prices, Food Indices (2015 = 100)";July;;158.137693
Nigeria;2018;"Consumer Prices, Food Indices (2015 = 100)";August;;160.370273
Nigeria;2018;"Consumer Prices, Food Indices (2015 = 100)";September;;161.969113
Nigeria;2018;"Consumer Prices, Food Indices (2015 = 100)";October;;163.291351
Nigeria;2018;"Consumer Prices, Food Indices (2015 = 100)";November;;164.762025
Nigeria;2018;"Consumer Prices, Food Indices (2015 = 100)";December;;166.099407
Nigeria;2019;"Consumer Prices, Food Indices (2015 = 100)";January;;167.469026
Nigeria;2019;"Consumer Prices, Food Indices (2015 = 100)";February;;168.837276
Nigeria;2019;"Consumer Prices, Food Indices (2015 = 100)";March;;170.315596
Nigeria;2019;"Consumer Prices, Food Indices (2015 = 100)";April;;172.23991
Nigeria;2019;"Consumer Prices, Food Indices (2015 = 100)";May;;174.652304
Nigeria;2019;"Consumer Prices, Food Indices (2015 = 100)";June;;177.01244
Nigeria;2019;"Consumer Prices, Food Indices (2015 = 100)";July;;179.221583
Nigeria;2019;"Consumer Prices, Food Indices (2015 = 100)";August;;181.399433
Nigeria;2019;"Consumer Prices, Food Indices (2015 = 100)";September;;183.743725
Nigeria;2019;"Consumer Prices, Food Indices (2015 = 100)";October;;186.177531
Nigeria;2019;"Consumer Prices, Food Indices (2015 = 100)";November;;188.493032
Nigeria;2019;"Consumer Prices, Food Indices (2015 = 100)";December;;190.323452
Nigeria;2020;"Consumer Prices, Food Indices (2015 = 100)";January;;192.195706
Nigeria;2020;"Consumer Prices, Food Indices (2015 = 100)";February;;193.860387
Nigeria;2020;"Consumer Prices, Food Indices (2015 = 100)";March;;195.681072
Nigeria;2020;"Consumer Prices, Food Indices (2015 = 100)";April;;197.979997
Nigeria;2020;"Consumer Prices, Food Indices (2015 = 100)";May;;200.773991
Nigeria;2020;"Consumer Prices, Food Indices (2015 = 100)";June;;203.737183
Nigeria;2020;"Consumer Prices, Food Indices (2015 = 100)";July;;206.827358
Nigeria;2020;"Consumer Prices, Food Indices (2015 = 100)";August;;210.269129
Nigeria;2020;"Consumer Prices, Food Indices (2015 = 100)";September;;214.199163
Nigeria;2020;"Consumer Prices, Food Indices (2015 = 100)";October;;218.364534
Nigeria;2020;"Consumer Prices, Food Indices (2015 = 100)";November;;222.799359
Nigeria;2020;"Consumer Prices, Food Indices (2015 = 100)";December;;227.344998
Nigeria;2021;"Consumer Prices, Food Indices (2015 = 100)";January;;231.494116
Nigeria;2021;"Consumer Prices, Food Indices (2015 = 100)";February;;235.84005
Nigeria;2021;"Consumer Prices, Food Indices (2015 = 100)";March;;240.309286
Nigeria;2021;"Consumer Prices, Food Indices (2015 = 100)";April;;242.694923
Nigeria;2021;"Consumer Prices, Food Indices (2015 = 100)";May;;245.250519
Nigeria;2021;"Consumer Prices, Food Indices (2015 = 100)";June;;247.972218
Nigeria;2021;"Consumer Prices, Food Indices (2015 = 100)";July;;250.109674
Nigeria;2021;"Consumer Prices, Food Indices (2015 = 100)";August;;252.75866
Nigeria;2021;"Consumer Prices, Food Indices (2015 = 100)";September;;255.92669
Nigeria;2021;"Consumer Prices, Food Indices (2015 = 100)";October;;258.257287
Nigeria;2021;"Consumer Prices, Food Indices (2015 = 100)";November;;261.01787
Nigeria;2021;"Consumer Prices, Food Indices (2015 = 100)";December;;266.712454
Nigeria;2022;"Consumer Prices, Food Indices (2015 = 100)";January;;271.030155
Nigeria;2022;"Consumer Prices, Food Indices (2015 = 100)";February;;276.088277
Nigeria;2022;"Consumer Prices, Food Indices (2015 = 100)";March;;281.550865
Nigeria;2022;"Consumer Prices, Food Indices (2015 = 100)";April;;287.155504
Nigeria;2022;"Consumer Prices, Food Indices (2015 = 100)";May;;292.921707
Nigeria;2022;"Consumer Prices, Food Indices (2015 = 100)";June;;298.901825
Nigeria;2022;"Consumer Prices, Food Indices (2015 = 100)";July;;304.989073
Nigeria;2022;"Consumer Prices, Food Indices (2015 = 100)";August;;310.999461
Nigeria;2022;"Consumer Prices, Food Indices (2015 = 100)";September;;315.455041
Nigeria;2022;"Consumer Prices, Food Indices (2015 = 100)";October;;319.304618
Nigeria;2022;"Consumer Prices, Food Indices (2015 = 100)";November;;323.74574
Nigeria;2022;"Consumer Prices, Food Indices (2015 = 100)";December;;329.813056
Nigeria;2023;"Consumer Prices, Food Indices (2015 = 100)";January;;336.636887
Nigeria;2023;"Consumer Prices, Food Indices (2015 = 100)";February;;342.999307
Nigeria;2023;"Consumer Prices, Food Indices (2015 = 100)";March;;350.034125
Nigeria;2023;"Consumer Prices, Food Indices (2015 = 100)";April;;357.433216
Nigeria;2023;"Consumer Prices, Food Indices (2015 = 100)";May;;365.208124
Nigeria;2023;"Consumer Prices, Food Indices (2015 = 100)";June;;373.898578
Nigeria;2023;"Consumer Prices, Food Indices (2015 = 100)";July;;386.754872
Nigeria;2023;"Consumer Prices, Food Indices (2015 = 100)";August;;401.641449
Nigeria;2023;"Consumer Prices, Food Indices (2015 = 100)";September;;411.429007
Nigeria;2023;"Consumer Prices, Food Indices (2015 = 100)";October;;419.2876
Nigeria;2023;"Consumer Prices, Food Indices (2015 = 100)";November;;429.395536
Nigeria;2023;"Consumer Prices, Food Indices (2015 = 100)";December;;441.019307
Nigeria;2024;"Consumer Prices, Food Indices (2015 = 100)";January;;455.115158
Nigeria;2024;"Consumer Prices, Food Indices (2015 = 100)";February;;472.327048
Nigeria;2024;"Consumer Prices, Food Indices (2015 = 100)";March;;489.345524
Nigeria;2024;"Consumer Prices, Food Indices (2015 = 100)";April;;501.629111
Nigeria;2024;"Consumer Prices, Food Indices (2015 = 100)";May;;513.116163
Nigeria;2024;"Consumer Prices, Food Indices (2015 = 100)";June;;526.183446
Nigeria;2024;"Consumer Prices, Food Indices (2015 = 100)";July;;539.194405
Nigeria;2024;"Consumer Prices, Food Indices (2015 = 100)";August;;552.016473
Nigeria;2024;"Consumer Prices, Food Indices (2015 = 100)";September;;566.585974
Nigeria;2024;"Consumer Prices, Food Indices (2015 = 100)";October;;583.221698
Nigeria;2024;"Consumer Prices, Food Indices (2015 = 100)";November;;600.588106
Nigeria;2024;"Consumer Prices, Food Indices (2015 = 100)";December;;616.527938
Nigeria;2025;"Consumer Prices, Food Indices (2015 = 100)";January;;588.855323
Nigeria;2025;"Consumer Prices, Food Indices (2015 = 100)";February;;601.100958
Nigeria;2025;"Consumer Prices, Food Indices (2015 = 100)";March;;614.411431
Nigeria;2025;"Consumer Prices, Food Indices (2015 = 100)";April;;613.879012
Nigeria;2025;"Consumer Prices, Food Indices (2015 = 100)";May;;624.527391
Nigeria;2025;"Consumer Prices, Food Indices (2015 = 100)";June;;643.162053
Nigeria;2025;"Consumer Prices, Food Indices (2015 = 100)";July;;667.120904
Nigeria;2025;"Consumer Prices, Food Indices (2015 = 100)";August;;671.380255
Nigeria;2025;"Consumer Prices, Food Indices (2015 = 100)";September;;671.912674
Nigeria;2025;"Consumer Prices, Food Indices (2015 = 100)";October;;670.322115
Nigeria;2025;"Consumer Prices, Food Indices (2015 = 100)";November;;675.752843
Nigeria;2025;"Consumer Prices, Food Indices (2015 = 100)";December;;683.260024
Nigeria;2015;Food price inflation;January;%;9.182512
Nigeria;2015;Food price inflation;February;%;9.329143
Nigeria;2015;Food price inflation;March;%;9.345427
Nigeria;2015;Food price inflation;April;%;9.457122
Nigeria;2015;Food price inflation;May;%;9.748664
Nigeria;2015;Food price inflation;June;%;10.002568
Nigeria;2015;Food price inflation;July;%;10.013537
Nigeria;2015;Food price inflation;August;%;10.097531
Nigeria;2015;Food price inflation;September;%;10.144243
Nigeria;2015;Food price inflation;October;%;10.095751
Nigeria;2015;Food price inflation;November;%;10.276148
Nigeria;2015;Food price inflation;December;%;10.543086
Nigeria;2016;Food price inflation;January;%;10.595766
Nigeria;2016;Food price inflation;February;%;11.283963
Nigeria;2016;Food price inflation;March;%;12.653493
Nigeria;2016;Food price inflation;April;%;13.09927
Nigeria;2016;Food price inflation;May;%;14.752618
Nigeria;2016;Food price inflation;June;%;15.18763
Nigeria;2016;Food price inflation;July;%;15.676498
Nigeria;2016;Food price inflation;August;%;16.289507
Nigeria;2016;Food price inflation;September;%;16.477788
Nigeria;2016;Food price inflation;October;%;16.940686
Nigeria;2016;Food price inflation;November;%;17.04789
Nigeria;2016;Food price inflation;December;%;17.23789
Nigeria;2017;Food price inflation;January;%;17.663557
Nigeria;2017;Food price inflation;February;%;18.380747
Nigeria;2017;Food price inflation;March;%;18.308892
Nigeria;2017;Food price inflation;April;%;19.178022
Nigeria;2017;Food price inflation;May;%;19.145317
Nigeria;2017;Food price inflation;June;%;19.809307
Nigeria;2017;Food price inflation;July;%;20.190327
Nigeria;2017;Food price inflation;August;%;20.168826
Nigeria;2017;Food price inflation;September;%;20.246348
Nigeria;2017;Food price inflation;October;%;20.238638
Nigeria;2017;Food price inflation;November;%;20.244193
Nigeria;2017;Food price inflation;December;%;19.364836
Nigeria;2018;Food price inflation;January;%;18.878005
Nigeria;2018;Food price inflation;February;%;17.558814
Nigeria;2018;Food price inflation;March;%;16.062324
Nigeria;2018;Food price inflation;April;%;14.783901
Nigeria;2018;Food price inflation;May;%;13.438234
Nigeria;2018;Food price inflation;June;%;12.954986
Nigeria;2018;Food price inflation;July;%;12.820724
Nigeria;2018;Food price inflation;August;%;13.122134
Nigeria;2018;Food price inflation;September;%;13.268338
Nigeria;2018;Food price inflation;October;%;13.235252
Nigeria;2018;Food price inflation;November;%;13.258553
Nigeria;2018;Food price inflation;December;%;13.51345
Nigeria;2019;Food price inflation;January;%;13.459776
Nigeria;2019;Food price inflation;February;%;13.42575
Nigeria;2019;Food price inflation;March;%;13.401634
Nigeria;2019;Food price inflation;April;%;13.646383
Nigeria;2019;Food price inflation;May;%;13.734976
Nigeria;2019;Food price inflation;June;%;13.499968
Nigeria;2019;Food price inflation;July;%;13.332615
Nigeria;2019;Food price inflation;August;%;13.112879
Nigeria;2019;Food price inflation;September;%;13.443682
Nigeria;2019;Food price inflation;October;%;14.01555
Nigeria;2019;Food price inflation;November;%;14.403202
Nigeria;2019;Food price inflation;December;%;14.584065
Nigeria;2020;Food price inflation;January;%;14.764927
Nigeria;2020;Food price inflation;February;%;14.820845
Nigeria;2020;Food price inflation;March;%;14.89322
Nigeria;2020;Food price inflation;April;%;14.944322
Nigeria;2020;Food price inflation;May;%;14.956394
Nigeria;2020;Food price inflation;June;%;15.097664
Nigeria;2020;Food price inflation;July;%;15.403153
Nigeria;2020;Food price inflation;August;%;15.914987
Nigeria;2020;Food price inflation;September;%;16.574954
Nigeria;2020;Food price inflation;October;%;17.288339
Nigeria;2020;Food price inflation;November;%;18.200316
Nigeria;2020;Food price inflation;December;%;19.45191
Nigeria;2021;Food price inflation;January;%;20.44708
Nigeria;2021;Food price inflation;February;%;21.654585
Nigeria;2021;Food price inflation;March;%;22.806608
Nigeria;2021;Food price inflation;April;%;22.585578
Nigeria;2021;Food price inflation;May;%;22.152535
Nigeria;2021;Food price inflation;June;%;21.711812
Nigeria;2021;Food price inflation;July;%;20.926785
Nigeria;2021;Food price inflation;August;%;20.207213
Nigeria;2021;Food price inflation;September;%;19.480714
Nigeria;2021;Food price inflation;October;%;18.268879
Nigeria;2021;Food price inflation;November;%;17.153779
Nigeria;2021;Food price inflation;December;%;17.316174
Nigeria;2022;Food price inflation;January;%;17.078637
Nigeria;2022;Food price inflation;February;%;17.0659
Nigeria;2022;Food price inflation;March;%;17.161875
Nigeria;2022;Food price inflation;April;%;18.319535
Nigeria;2022;Food price inflation;May;%;19.437752
Nigeria;2022;Food price inflation;June;%;20.538433
Nigeria;2022;Food price inflation;July;%;21.942133
Nigeria;2022;Food price inflation;August;%;23.04206
Nigeria;2022;Food price inflation;September;%;23.259923
Nigeria;2022;Food price inflation;October;%;23.638183
Nigeria;2022;Food price inflation;November;%;24.032021
Nigeria;2022;Food price inflation;December;%;23.658663
Nigeria;2023;Food price inflation;January;%;24.206433
Nigeria;2023;Food price inflation;February;%;24.235375
Nigeria;2023;Food price inflation;March;%;24.323583
Nigeria;2023;Food price inflation;April;%;24.473747
Nigeria;2023;Food price inflation;May;%;24.677726
Nigeria;2023;Food price inflation;June;%;25.090764
Nigeria;2023;Food price inflation;July;%;26.809419
