Area;Year;Item;Months;Unit;Value
Brazil;2015;"Consumer Prices, Food Indices (2015 = 100)";January;;95.38575
Brazil;2015;"Consumer Prices, Food Indices (2015 = 100)";February;;96.158306
Brazil;2015;"Consumer Prices, Food Indices (2015 = 100)";March;;97.283418
Brazil;2015;"Consumer Prices, Food Indices (2015 = 100)";April;;98.227177
Brazil;2015;"Consumer Prices, Food Indices (2015 = 100)";May;;99.572891
Brazil;2015;"Consumer Prices, Food Indices (2015 = 100)";June;;100.200184
Brazil;2015;"Consumer Prices, Food Indices (2015 = 100)";July;;100.851387
Brazil;2015;"Consumer Prices, Food Indices (2015 = 100)";August;;100.841237
Brazil;2015;"Consumer Prices, Food Indices (2015 = 100)";September;;101.083267
Brazil;2015;"Consumer Prices, Food Indices (2015 = 100)";October;;101.861687
Brazil;2015;"Consumer Prices, Food Indices (2015 = 100)";November;;103.725747
Brazil;2015;"Consumer Prices, Food Indices (2015 = 100)";December;;105.281686
Brazil;2016;"Consumer Prices, Food Indices (2015 = 100)";January;;107.682136
Brazil;2016;"Consumer Prices, Food Indices (2015 = 100)";February;;108.823489
Brazil;2016;"Consumer Prices, Food Indices (2015 = 100)";March;;110.172812
Brazil;2016;"Consumer Prices, Food Indices (2015 = 100)";April;;111.373713
Brazil;2016;"Consumer Prices, Food Indices (2015 = 100)";May;;112.24236
Brazil;2016;"Consumer Prices, Food Indices (2015 = 100)";June;;113.039277
Brazil;2016;"Consumer Prices, Food Indices (2015 = 100)";July;;114.531381
Brazil;2016;"Consumer Prices, Food Indices (2015 = 100)";August;;114.874915
Brazil;2016;"Consumer Prices, Food Indices (2015 = 100)";September;;114.541757
Brazil;2016;"Consumer Prices, Food Indices (2015 = 100)";October;;114.484464
Brazil;2016;"Consumer Prices, Food Indices (2015 = 100)";November;;114.255517
Brazil;2016;"Consumer Prices, Food Indices (2015 = 100)";December;;114.34687
Brazil;2017;"Consumer Prices, Food Indices (2015 = 100)";January;;114.74702
Brazil;2017;"Consumer Prices, Food Indices (2015 = 100)";February;;114.230705
Brazil;2017;"Consumer Prices, Food Indices (2015 = 100)";March;;114.619126
Brazil;2017;"Consumer Prices, Food Indices (2015 = 100)";April;;115.283862
Brazil;2017;"Consumer Prices, Food Indices (2015 = 100)";May;;114.880328
Brazil;2017;"Consumer Prices, Food Indices (2015 = 100)";June;;114.305817
Brazil;2017;"Consumer Prices, Food Indices (2015 = 100)";July;;113.768524
Brazil;2017;"Consumer Prices, Food Indices (2015 = 100)";August;;112.551157
Brazil;2017;"Consumer Prices, Food Indices (2015 = 100)";September;;112.089653
Brazil;2017;"Consumer Prices, Food Indices (2015 = 100)";October;;112.033713
Brazil;2017;"Consumer Prices, Food Indices (2015 = 100)";November;;111.608074
Brazil;2017;"Consumer Prices, Food Indices (2015 = 100)";December;;112.210781
Brazil;2018;"Consumer Prices, Food Indices (2015 = 100)";January;;113.041081
Brazil;2018;"Consumer Prices, Food Indices (2015 = 100)";February;;112.667999
Brazil;2018;"Consumer Prices, Food Indices (2015 = 100)";March;;112.746946
Brazil;2018;"Consumer Prices, Food Indices (2015 = 100)";April;;112.84845
Brazil;2018;"Consumer Prices, Food Indices (2015 = 100)";May;;113.209577
Brazil;2018;"Consumer Prices, Food Indices (2015 = 100)";June;;115.507621
Brazil;2018;"Consumer Prices, Food Indices (2015 = 100)";July;;115.3689
Brazil;2018;"Consumer Prices, Food Indices (2015 = 100)";August;;114.976644
Brazil;2018;"Consumer Prices, Food Indices (2015 = 100)";September;;115.091682
Brazil;2018;"Consumer Prices, Food Indices (2015 = 100)";October;;115.770629
Brazil;2018;"Consumer Prices, Food Indices (2015 = 100)";November;;116.222208
Brazil;2018;"Consumer Prices, Food Indices (2015 = 100)";December;;116.733561
Brazil;2019;"Consumer Prices, Food Indices (2015 = 100)";January;;117.784237
Brazil;2019;"Consumer Prices, Food Indices (2015 = 100)";February;;118.702958
Brazil;2019;"Consumer Prices, Food Indices (2015 = 100)";March;;120.329274
Brazil;2019;"Consumer Prices, Food Indices (2015 = 100)";April;;121.087394
Brazil;2019;"Consumer Prices, Food Indices (2015 = 100)";May;;120.409349
Brazil;2019;"Consumer Prices, Food Indices (2015 = 100)";June;;120.109123
Brazil;2019;"Consumer Prices, Food Indices (2015 = 100)";July;;120.121078
Brazil;2019;"Consumer Prices, Food Indices (2015 = 100)";August;;119.673528
Brazil;2019;"Consumer Prices, Food Indices (2015 = 100)";September;;119.155461
Brazil;2019;"Consumer Prices, Food Indices (2015 = 100)";October;;119.22022
Brazil;2019;"Consumer Prices, Food Indices (2015 = 100)";November;;120.062079
Brazil;2019;"Consumer Prices, Food Indices (2015 = 100)";December;;124.141858
Brazil;2020;"Consumer Prices, Food Indices (2015 = 100)";January;;124.595167
Brazil;2020;"Consumer Prices, Food Indices (2015 = 100)";February;;124.724684
Brazil;2020;"Consumer Prices, Food Indices (2015 = 100)";March;;126.149369
Brazil;2020;"Consumer Prices, Food Indices (2015 = 100)";April;;128.415913
Brazil;2020;"Consumer Prices, Food Indices (2015 = 100)";May;;128.739705
Brazil;2020;"Consumer Prices, Food Indices (2015 = 100)";June;;129.193014
Brazil;2020;"Consumer Prices, Food Indices (2015 = 100)";July;;129.257772
Brazil;2020;"Consumer Prices, Food Indices (2015 = 100)";August;;130.229148
Brazil;2020;"Consumer Prices, Food Indices (2015 = 100)";September;;133.208035
Brazil;2020;"Consumer Prices, Food Indices (2015 = 100)";October;;135.798371
Brazil;2020;"Consumer Prices, Food Indices (2015 = 100)";November;;139.230566
Brazil;2020;"Consumer Prices, Food Indices (2015 = 100)";December;;141.626627
Brazil;2021;"Consumer Prices, Food Indices (2015 = 100)";January;;143.11607
Brazil;2021;"Consumer Prices, Food Indices (2015 = 100)";February;;143.504621
Brazil;2021;"Consumer Prices, Food Indices (2015 = 100)";March;;143.634137
Brazil;2021;"Consumer Prices, Food Indices (2015 = 100)";April;;144.216963
Brazil;2021;"Consumer Prices, Food Indices (2015 = 100)";May;;144.864547
Brazil;2021;"Consumer Prices, Food Indices (2015 = 100)";June;;145.512131
Brazil;2021;"Consumer Prices, Food Indices (2015 = 100)";July;;146.35399
Brazil;2021;"Consumer Prices, Food Indices (2015 = 100)";August;;148.426259
Brazil;2021;"Consumer Prices, Food Indices (2015 = 100)";September;;149.915703
Brazil;2021;"Consumer Prices, Food Indices (2015 = 100)";October;;151.664179
Brazil;2021;"Consumer Prices, Food Indices (2015 = 100)";November;;151.599421
Brazil;2021;"Consumer Prices, Food Indices (2015 = 100)";December;;152.894589
Brazil;2022;"Consumer Prices, Food Indices (2015 = 100)";January;;154.578308
Brazil;2022;"Consumer Prices, Food Indices (2015 = 100)";February;;156.585818
Brazil;2022;"Consumer Prices, Food Indices (2015 = 100)";March;;160.341805
Brazil;2022;"Consumer Prices, Food Indices (2015 = 100)";April;;163.644484
Brazil;2022;"Consumer Prices, Food Indices (2015 = 100)";May;;164.421585
Brazil;2022;"Consumer Prices, Food Indices (2015 = 100)";June;;165.781511
Brazil;2022;"Consumer Prices, Food Indices (2015 = 100)";July;;167.918539
Brazil;2022;"Consumer Prices, Food Indices (2015 = 100)";August;;168.307089
Brazil;2022;"Consumer Prices, Food Indices (2015 = 100)";September;;167.46523
Brazil;2022;"Consumer Prices, Food Indices (2015 = 100)";October;;168.630881
Brazil;2022;"Consumer Prices, Food Indices (2015 = 100)";November;;169.537499
Brazil;2022;"Consumer Prices, Food Indices (2015 = 100)";December;;170.70315
Brazil;2023;"Consumer Prices, Food Indices (2015 = 100)";January;;171.674526
Brazil;2023;"Consumer Prices, Food Indices (2015 = 100)";February;;171.93356
Brazil;2023;"Consumer Prices, Food Indices (2015 = 100)";March;;172.063076
Brazil;2023;"Consumer Prices, Food Indices (2015 = 100)";April;;173.228728
Brazil;2023;"Consumer Prices, Food Indices (2015 = 100)";May;;173.55252
Brazil;2023;"Consumer Prices, Food Indices (2015 = 100)";June;;172.386868
Brazil;2023;"Consumer Prices, Food Indices (2015 = 100)";July;;171.609768
Brazil;2023;"Consumer Prices, Food Indices (2015 = 100)";August;;170.120324
Brazil;2023;"Consumer Prices, Food Indices (2015 = 100)";September;;168.954673
Brazil;2023;"Consumer Prices, Food Indices (2015 = 100)";October;;169.47274
Brazil;2023;"Consumer Prices, Food Indices (2015 = 100)";November;;170.508875
Brazil;2023;"Consumer Prices, Food Indices (2015 = 100)";December;;172.386868
Brazil;2024;"Consumer Prices, Food Indices (2015 = 100)";January;;174.782929
Brazil;2024;"Consumer Prices, Food Indices (2015 = 100)";February;;176.466648
Brazil;2024;"Consumer Prices, Food Indices (2015 = 100)";March;;177.373265
Brazil;2024;"Consumer Prices, Food Indices (2015 = 100)";April;;178.603675
Brazil;2024;"Consumer Prices, Food Indices (2015 = 100)";May;;179.769326
Brazil;2024;"Consumer Prices, Food Indices (2015 = 100)";June;;180.546427
Brazil;2024;"Consumer Prices, Food Indices (2015 = 100)";July;;178.733192
Brazil;2024;"Consumer Prices, Food Indices (2015 = 100)";August;;177.956091
Brazil;2024;"Consumer Prices, Food Indices (2015 = 100)";September;;178.79795
Brazil;2024;"Consumer Prices, Food Indices (2015 = 100)";October;;180.740702
Brazil;2024;"Consumer Prices, Food Indices (2015 = 100)";November;;183.525314
Brazil;2024;"Consumer Prices, Food Indices (2015 = 100)";December;;185.662341
Brazil;2025;"Consumer Prices, Food Indices (2015 = 100)";January;;187.475576
Brazil;2025;"Consumer Prices, Food Indices (2015 = 100)";February;;188.770744
Brazil;2025;"Consumer Prices, Food Indices (2015 = 100)";March;;190.97253
Brazil;2025;"Consumer Prices, Food Indices (2015 = 100)";April;;192.59149
Brazil;2025;"Consumer Prices, Food Indices (2015 = 100)";May;;192.915282
Brazil;2025;"Consumer Prices, Food Indices (2015 = 100)";June;;192.526732
Brazil;2025;"Consumer Prices, Food Indices (2015 = 100)";July;;192.008664
Brazil;2025;"Consumer Prices, Food Indices (2015 = 100)";August;;191.166805
Brazil;2025;"Consumer Prices, Food Indices (2015 = 100)";September;;190.648738
Brazil;2025;"Consumer Prices, Food Indices (2015 = 100)";October;;190.715828
Brazil;2025;"Consumer Prices, Food Indices (2015 = 100)";November;;190.696756
Brazil;2025;"Consumer Prices, Food Indices (2015 = 100)";December;;191.211637
Brazil;2015;Food price inflation;January;%;8.716566
Brazil;2015;Food price inflation;February;%;8.986834
Brazil;2015;Food price inflation;March;%;8.184919
Brazil;2015;Food price inflation;April;%;7.949847
Brazil;2015;Food price inflation;May;%;8.797666
Brazil;2015;Food price inflation;June;%;9.603551
Brazil;2015;Food price inflation;July;%;10.481603
Brazil;2015;Food price inflation;August;%;10.636429
Brazil;2015;Food price inflation;September;%;10.043587
Brazil;2015;Food price inflation;October;%;10.383322
Brazil;2015;Food price inflation;November;%;11.54447
Brazil;2015;Food price inflation;December;%;12.008111
Brazil;2016;Food price inflation;January;%;12.891219
Brazil;2016;Food price inflation;February;%;13.171179
Brazil;2016;Food price inflation;March;%;13.249322
Brazil;2016;Food price inflation;April;%;13.383807
Brazil;2016;Food price inflation;May;%;12.723813
Brazil;2016;Food price inflation;June;%;12.813442
Brazil;2016;Food price inflation;July;%;13.564508
Brazil;2016;Food price inflation;August;%;13.916607
Brazil;2016;Food price inflation;September;%;13.314262
Brazil;2016;Food price inflation;October;%;12.392075
Brazil;2016;Food price inflation;November;%;10.151549
Brazil;2016;Food price inflation;December;%;8.610409
Brazil;2017;Food price inflation;January;%;6.560869
Brazil;2017;Food price inflation;February;%;4.968795
Brazil;2017;Food price inflation;March;%;4.035763
Brazil;2017;Food price inflation;April;%;3.510836
Brazil;2017;Food price inflation;May;%;2.350244
Brazil;2017;Food price inflation;June;%;1.120443
Brazil;2017;Food price inflation;July;%;-0.666068
Brazil;2017;Food price inflation;August;%;-2.02286
Brazil;2017;Food price inflation;September;%;-2.140795
Brazil;2017;Food price inflation;October;%;-2.140684
Brazil;2017;Food price inflation;November;%;-2.317124
Brazil;2017;Food price inflation;December;%;-1.868079
Brazil;2018;Food price inflation;January;%;-1.486696
Brazil;2018;Food price inflation;February;%;-1.368026
Brazil;2018;Food price inflation;March;%;-1.633392
Brazil;2018;Food price inflation;April;%;-2.112536
Brazil;2018;Food price inflation;May;%;-1.454341
Brazil;2018;Food price inflation;June;%;1.051394
Brazil;2018;Food price inflation;July;%;1.406694
Brazil;2018;Food price inflation;August;%;2.155009
Brazil;2018;Food price inflation;September;%;2.678239
Brazil;2018;Food price inflation;October;%;3.335528
Brazil;2018;Food price inflation;November;%;4.134229
Brazil;2018;Food price inflation;December;%;4.030611
Brazil;2019;Food price inflation;January;%;4.195958
Brazil;2019;Food price inflation;February;%;5.35641
Brazil;2019;Food price inflation;March;%;6.725085
Brazil;2019;Food price inflation;April;%;7.300892
Brazil;2019;Food price inflation;May;%;6.359684
Brazil;2019;Food price inflation;June;%;3.983721
Brazil;2019;Food price inflation;July;%;4.119116
Brazil;2019;Food price inflation;August;%;4.085077
Brazil;2019;Food price inflation;September;%;3.530906
Brazil;2019;Food price inflation;October;%;2.979677
Brazil;2019;Food price inflation;November;%;3.303905
Brazil;2019;Food price inflation;December;%;6.34633
Brazil;2020;Food price inflation;January;%;5.782548
Brazil;2020;Food price inflation;February;%;5.072936
Brazil;2020;Food price inflation;March;%;4.836807
Brazil;2020;Food price inflation;April;%;6.052256
Brazil;2020;Food price inflation;May;%;6.918363
Brazil;2020;Food price inflation;June;%;7.563031
Brazil;2020;Food price inflation;July;%;7.606237
Brazil;2020;Food price inflation;August;%;8.820346
Brazil;2020;Food price inflation;September;%;11.793478
Brazil;2020;Food price inflation;October;%;13.905486
Brazil;2020;Food price inflation;November;%;15.96548
Brazil;2020;Food price inflation;December;%;14.084507
Brazil;2021;Food price inflation;January;%;14.864865
Brazil;2021;Food price inflation;February;%;15.057113
Brazil;2021;Food price inflation;March;%;13.86037
Brazil;2021;Food price inflation;April;%;12.304589
Brazil;2021;Food price inflation;May;%;12.525151
Brazil;2021;Food price inflation;June;%;12.631579
Brazil;2021;Food price inflation;July;%;13.226453
Brazil;2021;Food price inflation;August;%;13.973148
Brazil;2021;Food price inflation;September;%;12.542538
Brazil;2021;Food price inflation;October;%;11.683357
Brazil;2021;Food price inflation;November;%;8.883721
Brazil;2021;Food price inflation;December;%;7.956104
Brazil;2022;Food price inflation;January;%;8.00905
Brazil;2022;Food price inflation;February;%;9.115523
Brazil;2022;Food price inflation;March;%;11.632101
Brazil;2022;Food price inflation;April;%;13.471037
Brazil;2022;Food price inflation;May;%;13.500224
Brazil;2022;Food price inflation;June;%;13.929684
Brazil;2022;Food price inflation;July;%;14.734513
Brazil;2022;Food price inflation;August;%;13.394415
Brazil;2022;Food price inflation;September;%;11.706263
Brazil;2022;Food price inflation;October;%;11.18702
Brazil;2022;Food price inflation;November;%;11.83255
Brazil;2022;Food price inflation;December;%;11.647607
Brazil;2023;Food price inflation;January;%;11.059908
Brazil;2023;Food price inflation;February;%;9.801489
Brazil;2023;Food price inflation;March;%;7.310178
Brazil;2023;Food price inflation;April;%;5.856747
Brazil;2023;Food price inflation;May;%;5.553367
Brazil;2023;Food price inflation;June;%;3.984375
Brazil;2023;Food price inflation;July;%;2.198226
Brazil;2023;Food price inflation;August;%;1.077337
Brazil;2023;Food price inflation;September;%;0.889404
Brazil;2023;Food price inflation;October;%;0.499232
Brazil;2023;Food price inflation;November;%;0.572956
Brazil;2023;Food price inflation;December;%;0.986343
Brazil;2024;Food price inflation;January;%;1.810637
Brazil;2024;Food price inflation;February;%;2.636535
Brazil;2024;Food price inflation;March;%;3.086187
Brazil;2024;Food price inflation;April;%;3.102804
Brazil;2024;Food price inflation;May;%;3.58209
Brazil;2024;Food price inflation;June;%;4.733283
Brazil;2024;Food price inflation;July;%;4.150943
Brazil;2024;Food price inflation;August;%;4.606014
Brazil;2024;Food price inflation;September;%;5.825987
Brazil;2024;Food price inflation;October;%;6.648835
Brazil;2024;Food price inflation;November;%;7.633878
Brazil;2024;Food price inflation;December;%;7.700977
Brazil;2025;Food price inflation;January;%;7.261949
Brazil;2025;Food price inflation;February;%;6.972477
Brazil;2025;Food price inflation;March;%;7.667032
Brazil;2025;Food price inflation;April;%;7.831762
Brazil;2025;Food price inflation;May;%;7.31268
Brazil;2025;Food price inflation;June;%;6.635581
Brazil;2025;Food price inflation;July;%;7.427536
Brazil;2025;Food price inflation;August;%;7.423581
Brazil;2025;Food price inflation;September;%;6.628033
Brazil;2025;Food price inflation;October;%;5.519025
Brazil;2025;Food price inflation;November;%;3.907604
Brazil;2025;Food price inflation;December;%;2.988918
Egypt;2015;"Consumer Prices, Food Indices (2015 = 100)";January;;92.268023
Egypt;2015;"Consumer Prices, Food Indices (2015 = 100)";February;;94.541963
Egypt;2015;"Consumer Prices, Food Indices (2015 = 100)";March;;96.828047
Egypt;2015;"Consumer Prices, Food Indices (2015 = 100)";April;;98.115588
Egypt;2015;"Consumer Prices, Food Indices (2015 = 100)";May;;100.436416
Egypt;2015;"Consumer Prices, Food Indices (2015 = 100)";June;;98.739059
Egypt;2015;"Consumer Prices, Food Indices (2015 = 100)";July;;99.049991
Egypt;2015;"Consumer Prices, Food Indices (2015 = 100)";August;;99.870195
Egypt;2015;"Consumer Prices, Food Indices (2015 = 100)";September;;104.508197
Egypt;2015;"Consumer Prices, Food Indices (2015 = 100)";October;;106.896381
Egypt;2015;"Consumer Prices, Food Indices (2015 = 100)";November;;105.121423
Egypt;2015;"Consumer Prices, Food Indices (2015 = 100)";December;;104.739349
Egypt;2016;"Consumer Prices, Food Indices (2015 = 100)";January;;104.612757
Egypt;2016;"Consumer Prices, Food Indices (2015 = 100)";February;;106.37095
Egypt;2016;"Consumer Prices, Food Indices (2015 = 100)";March;;108.525195
Egypt;2016;"Consumer Prices, Food Indices (2015 = 100)";April;;110.594497
Egypt;2016;"Consumer Prices, Food Indices (2015 = 100)";May;;114.815831
Egypt;2016;"Consumer Prices, Food Indices (2015 = 100)";June;;116.112379
Egypt;2016;"Consumer Prices, Food Indices (2015 = 100)";July;;117.247281
Egypt;2016;"Consumer Prices, Food Indices (2015 = 100)";August;;119.161337
Egypt;2016;"Consumer Prices, Food Indices (2015 = 100)";September;;119.979061
Egypt;2016;"Consumer Prices, Food Indices (2015 = 100)";October;;121.672193
Egypt;2016;"Consumer Prices, Food Indices (2015 = 100)";November;;127.718949
Egypt;2016;"Consumer Prices, Food Indices (2015 = 100)";December;;134.431459
Egypt;2017;"Consumer Prices, Food Indices (2015 = 100)";January;;143.568577
Egypt;2017;"Consumer Prices, Food Indices (2015 = 100)";February;;149.470871
Egypt;2017;"Consumer Prices, Food Indices (2015 = 100)";March;;153.926237
Egypt;2017;"Consumer Prices, Food Indices (2015 = 100)";April;;158.784984
Egypt;2017;"Consumer Prices, Food Indices (2015 = 100)";May;;162.002255
Egypt;2017;"Consumer Prices, Food Indices (2015 = 100)";June;;162.89327
Egypt;2017;"Consumer Prices, Food Indices (2015 = 100)";July;;166.887924
Egypt;2017;"Consumer Prices, Food Indices (2015 = 100)";August;;168.74248
Egypt;2017;"Consumer Prices, Food Indices (2015 = 100)";September;;169.438743
Egypt;2017;"Consumer Prices, Food Indices (2015 = 100)";October;;169.80893
Egypt;2017;"Consumer Prices, Food Indices (2015 = 100)";November;;168.962018
Egypt;2017;"Consumer Prices, Food Indices (2015 = 100)";December;;168.258855
Egypt;2018;"Consumer Prices, Food Indices (2015 = 100)";January;;167.762305
Egypt;2018;"Consumer Prices, Food Indices (2015 = 100)";February;;169.197947
Egypt;2018;"Consumer Prices, Food Indices (2015 = 100)";March;;172.16604
Egypt;2018;"Consumer Prices, Food Indices (2015 = 100)";April;;176.341109
Egypt;2018;"Consumer Prices, Food Indices (2015 = 100)";May;;175.861944
Egypt;2018;"Consumer Prices, Food Indices (2015 = 100)";June;;179.4057
Egypt;2018;"Consumer Prices, Food Indices (2015 = 100)";July;;182.978499
Egypt;2018;"Consumer Prices, Food Indices (2015 = 100)";August;;188.373214
Egypt;2018;"Consumer Prices, Food Indices (2015 = 100)";September;;197.339704
Egypt;2018;"Consumer Prices, Food Indices (2015 = 100)";October;;204.150942
Egypt;2018;"Consumer Prices, Food Indices (2015 = 100)";November;;200.537021
Egypt;2018;"Consumer Prices, Food Indices (2015 = 100)";December;;187.105598
Egypt;2019;"Consumer Prices, Food Indices (2015 = 100)";January;;188.732761
Egypt;2019;"Consumer Prices, Food Indices (2015 = 100)";February;;195.296253
Egypt;2019;"Consumer Prices, Food Indices (2015 = 100)";March;;198.274467
Egypt;2019;"Consumer Prices, Food Indices (2015 = 100)";April;;199.282798
Egypt;2019;"Consumer Prices, Food Indices (2015 = 100)";May;;202.353445
Egypt;2019;"Consumer Prices, Food Indices (2015 = 100)";June;;197.957053
Egypt;2019;"Consumer Prices, Food Indices (2015 = 100)";July;;199.496679
Egypt;2019;"Consumer Prices, Food Indices (2015 = 100)";August;;201.424501
Egypt;2019;"Consumer Prices, Food Indices (2015 = 100)";September;;197.894065
Egypt;2019;"Consumer Prices, Food Indices (2015 = 100)";October;;194.320127
Egypt;2019;"Consumer Prices, Food Indices (2015 = 100)";November;;191.390836
Egypt;2019;"Consumer Prices, Food Indices (2015 = 100)";December;;190.438451
Egypt;2020;"Consumer Prices, Food Indices (2015 = 100)";January;;193.681248
Egypt;2020;"Consumer Prices, Food Indices (2015 = 100)";February;;193.551508
Egypt;2020;"Consumer Prices, Food Indices (2015 = 100)";March;;194.834186
Egypt;2020;"Consumer Prices, Food Indices (2015 = 100)";April;;201.926107
Egypt;2020;"Consumer Prices, Food Indices (2015 = 100)";May;;201.029724
Egypt;2020;"Consumer Prices, Food Indices (2015 = 100)";June;;198.214832
Egypt;2020;"Consumer Prices, Food Indices (2015 = 100)";July;;196.443108
Egypt;2020;"Consumer Prices, Food Indices (2015 = 100)";August;;193.19511
Egypt;2020;"Consumer Prices, Food Indices (2015 = 100)";September;;192.713222
Egypt;2020;"Consumer Prices, Food Indices (2015 = 100)";October;;192.957762
Egypt;2020;"Consumer Prices, Food Indices (2015 = 100)";November;;198.235422
Egypt;2020;"Consumer Prices, Food Indices (2015 = 100)";December;;195.77547
Egypt;2021;"Consumer Prices, Food Indices (2015 = 100)";January;;192.712369
Egypt;2021;"Consumer Prices, Food Indices (2015 = 100)";February;;192.629359
Egypt;2021;"Consumer Prices, Food Indices (2015 = 100)";March;;196.955266
Egypt;2021;"Consumer Prices, Food Indices (2015 = 100)";April;;201.444831
Egypt;2021;"Consumer Prices, Food Indices (2015 = 100)";May;;204.568007
Egypt;2021;"Consumer Prices, Food Indices (2015 = 100)";June;;204.958403
Egypt;2021;"Consumer Prices, Food Indices (2015 = 100)";July;;205.934396
Egypt;2021;"Consumer Prices, Food Indices (2015 = 100)";August;;205.934396
Egypt;2021;"Consumer Prices, Food Indices (2015 = 100)";September;;213.15674
Egypt;2021;"Consumer Prices, Food Indices (2015 = 100)";October;;215.303923
Egypt;2021;"Consumer Prices, Food Indices (2015 = 100)";November;;214.327931
Egypt;2021;"Consumer Prices, Food Indices (2015 = 100)";December;;212.180747
Egypt;2022;"Consumer Prices, Food Indices (2015 = 100)";January;;216.670312
Egypt;2022;"Consumer Prices, Food Indices (2015 = 100)";February;;226.625435
Egypt;2022;"Consumer Prices, Food Indices (2015 = 100)";March;;235.799763
Egypt;2022;"Consumer Prices, Food Indices (2015 = 100)";April;;253.758023
Egypt;2022;"Consumer Prices, Food Indices (2015 = 100)";May;;255.319611
Egypt;2022;"Consumer Prices, Food Indices (2015 = 100)";June;;250.830046
Egypt;2022;"Consumer Prices, Food Indices (2015 = 100)";July;;252.001237
Egypt;2022;"Consumer Prices, Food Indices (2015 = 100)";August;;253.562825
Egypt;2022;"Consumer Prices, Food Indices (2015 = 100)";September;;259.418779
Egypt;2022;"Consumer Prices, Food Indices (2015 = 100)";October;;266.836321
Egypt;2022;"Consumer Prices, Food Indices (2015 = 100)";November;;278.54823
Egypt;2022;"Consumer Prices, Food Indices (2015 = 100)";December;;291.236131
Egypt;2023;"Consumer Prices, Food Indices (2015 = 100)";January;;320.515903
Egypt;2023;"Consumer Prices, Food Indices (2015 = 100)";February;;366.582745
Egypt;2023;"Consumer Prices, Food Indices (2015 = 100)";March;;384.345806
Egypt;2023;"Consumer Prices, Food Indices (2015 = 100)";April;;392.739341
Egypt;2023;"Consumer Prices, Food Indices (2015 = 100)";May;;408.550418
Egypt;2023;"Consumer Prices, Food Indices (2015 = 100)";June;;415.96796
Egypt;2023;"Consumer Prices, Food Indices (2015 = 100)";July;;424.166296
Egypt;2023;"Consumer Prices, Food Indices (2015 = 100)";August;;434.511815
Egypt;2023;"Consumer Prices, Food Indices (2015 = 100)";September;;450.322892
Egypt;2023;"Consumer Prices, Food Indices (2015 = 100)";October;;456.959641
Egypt;2023;"Consumer Prices, Food Indices (2015 = 100)";November;;458.130831
Egypt;2023;"Consumer Prices, Food Indices (2015 = 100)";December;;467.500358
Egypt;2024;"Consumer Prices, Food Indices (2015 = 100)";January;;473.941908
Egypt;2024;"Consumer Prices, Food Indices (2015 = 100)";February;;553.192491
Egypt;2024;"Consumer Prices, Food Indices (2015 = 100)";March;;557.096461
Egypt;2024;"Consumer Prices, Food Indices (2015 = 100)";April;;551.826102
Egypt;2024;"Consumer Prices, Food Indices (2015 = 100)";May;;535.039032
Egypt;2024;"Consumer Prices, Food Indices (2015 = 100)";June;;548.898124
Egypt;2024;"Consumer Prices, Food Indices (2015 = 100)";July;;550.459712
Egypt;2024;"Consumer Prices, Food Indices (2015 = 100)";August;;560.414835
Egypt;2024;"Consumer Prices, Food Indices (2015 = 100)";September;;575.249919
Egypt;2024;"Consumer Prices, Food Indices (2015 = 100)";October;;581.691469
Egypt;2024;"Consumer Prices, Food Indices (2015 = 100)";November;;570.760354
Egypt;2024;"Consumer Prices, Food Indices (2015 = 100)";December;;562.366819
Egypt;2025;"Consumer Prices, Food Indices (2015 = 100)";January;;572.51714
Egypt;2025;"Consumer Prices, Food Indices (2015 = 100)";February;;573.88353
Egypt;2025;"Consumer Prices, Food Indices (2015 = 100)";March;;593.988973
Egypt;2025;"Consumer Prices, Food Indices (2015 = 100)";April;;585.009843
Egypt;2025;"Consumer Prices, Food Indices (2015 = 100)";May;;593.793775
Egypt;2025;"Consumer Prices, Food Indices (2015 = 100)";June;;586.766629
Egypt;2025;"Consumer Prices, Food Indices (2015 = 100)";July;;569.198766
Egypt;2025;"Consumer Prices, Food Indices (2015 = 100)";August;;571.931545
Egypt;2025;"Consumer Prices, Food Indices (2015 = 100)";September;;583.057858
Egypt;2025;"Consumer Prices, Food Indices (2015 = 100)";October;;590.273055
Egypt;2025;"Consumer Prices, Food Indices (2015 = 100)";November;;575.118164
Egypt;2025;"Consumer Prices, Food Indices (2015 = 100)";December;;570.992018
Egypt;2015;Food price inflation;January;%;5.762882
Egypt;2015;Food price inflation;February;%;8.016625
Egypt;2015;Food price inflation;March;%;9.150574
Egypt;2015;Food price inflation;April;%;9.810513
Egypt;2015;Food price inflation;May;%;14.753906
Egypt;2015;Food price inflation;June;%;10.917217
Egypt;2015;Food price inflation;July;%;8.314664
Egypt;2015;Food price inflation;August;%;8.234068
Egypt;2015;Food price inflation;September;%;11.001033
Egypt;2015;Food price inflation;October;%;12.511655
Egypt;2015;Food price inflation;November;%;14.680827
Egypt;2015;Food price inflation;December;%;14.641483
Egypt;2016;Food price inflation;January;%;13.379211
Egypt;2016;Food price inflation;February;%;12.511891
Egypt;2016;Food price inflation;March;%;12.080331
Egypt;2016;Food price inflation;April;%;12.71858
Egypt;2016;Food price inflation;May;%;14.316933
Egypt;2016;Food price inflation;June;%;17.595185
Egypt;2016;Food price inflation;July;%;18.371824
Egypt;2016;Food price inflation;August;%;19.316216
Egypt;2016;Food price inflation;September;%;14.803493
